category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Organismal Systems,Endocrine system,hsa04915,Estrogen signaling pathway,3/42,139/9446,0.02158273381294964,4.854059609455293,3.0590761405639726,0.02356964447369639,0.37068622672267953,0.34734212908605205,KRT34/ADCY3/SOS1,3
Metabolism,Metabolism of other amino acids,hsa00480,Glutathione metabolism,2/42,59/9446,0.03389830508474576,7.623890234059725,3.4107119280689506,0.02814399840698987,0.3745316711084037,0.35094540523695866,TXNDC12/IDH2,2
Organismal Systems,Endocrine system,hsa04923,Regulation of lipolysis in adipocytes,2/42,59/9446,0.03389830508474576,7.623890234059725,3.4107119280689506,0.02814399840698987,0.3745316711084037,0.35094540523695866,ADRB1/ADCY3,2
Human Diseases,Infectious disease: viral,hsa05160,Hepatitis C,3/42,159/9446,0.018867924528301886,4.243486073674752,2.7563996941831888,0.03328817393664367,0.39514384113230255,0.37025951648539457,STAT3/IRF3/SOS1,3
Metabolism,Metabolism of cofactors and vitamins,hsa00830,Retinol metabolism,2/42,68/9446,0.029411764705882353,6.61484593837535,3.105321017580087,0.036545095133623355,0.39514384113230255,0.37025951648539457,RDH12/CYP2A6,2
Human Diseases,Cancer: specific types,hsa05221,Acute myeloid leukemia,2/42,68/9446,0.029411764705882353,6.61484593837535,3.105321017580087,0.036545095133623355,0.39514384113230255,0.37025951648539457,STAT3/SOS1,2
Organismal Systems,Endocrine system,hsa04917,Prolactin signaling pathway,2/42,71/9446,0.028169014084507043,6.33534540576794,3.015611513681088,0.039535583834481615,0.3996257531538138,0.3744591784952074,STAT3/SOS1,2
Human Diseases,Cancer: specific types,hsa05223,Non-small cell lung cancer,2/42,73/9446,0.0273972602739726,6.1617742987606,2.958628582408879,0.04157955813161069,0.3996257531538138,0.3744591784952074,STAT3/SOS1,2
Human Diseases,Drug resistance: antineoplastic,hsa01521,EGFR tyrosine kinase inhibitor resistance,2/42,80/9446,0.025,5.622619047619048,2.774759438575304,0.049037432319765914,0.43053721976054543,0.4034239844424946,STAT3/SOS1,2
Organismal Systems,Immune system,hsa04062,Chemokine signaling pathway,3/42,193/9446,0.015544041450777202,3.4959289415247965,2.341202107863039,0.05389397167415608,0.43053721976054543,0.4034239844424946,STAT3/ADCY3/SOS1,3
Metabolism,Global and overview maps,hsa01232,Nucleotide metabolism,2/42,85/9446,0.023529411764705882,5.29187675070028,2.6562252344391815,0.0546399099474437,0.43053721976054543,0.4034239844424946,AK4/DGUOK,2
Human Diseases,Cancer: overview,hsa05205,Proteoglycans in cancer,3/42,204/9446,0.014705882352941176,3.307422969187675,2.226530400268486,0.06162013956815942,0.43053721976054543,0.4034239844424946,HSPG2/STAT3/SOS1,3
Human Diseases,Cancer: overview,hsa05203,Viral carcinogenesis,3/42,205/9446,0.014634146341463415,3.2912891986062722,2.216494557798924,0.062347227118531294,0.43053721976054543,0.4034239844424946,KAT2A/STAT3/IRF3,3
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,3/42,205/9446,0.014634146341463415,3.2912891986062722,2.216494557798924,0.062347227118531294,0.43053721976054543,0.4034239844424946,PDK2/NDUFS7/COX7A2L,3
Organismal Systems,Endocrine system,hsa04912,GnRH signaling pathway,2/42,93/9446,0.021505376344086023,4.836661546338966,2.484784976234483,0.06404770557794738,0.43053721976054543,0.4034239844424946,ADCY3/SOS1,2
Metabolism,Metabolism of cofactors and vitamins,hsa00730,Thiamine metabolism,1/42,15/9446,0.06666666666666667,14.993650793650794,3.6246585818935455,0.06470501568655596,0.43053721976054543,0.4034239844424946,AK4,1
Human Diseases,Cardiovascular disease,hsa05417,Lipid and atherosclerosis,3/42,216/9446,0.013888888888888888,3.1236772486772484,2.110006803147246,0.07061058814547216,0.44138093152277424,0.4135848095802083,STAT3/CYP2A6/IRF3,3
Human Diseases,Drug resistance: antineoplastic,hsa01522,Endocrine resistance,2/42,99/9446,0.020202020202020204,4.543530543530544,2.368574081203507,0.0714373762002178,0.44138093152277424,0.4135848095802083,ADCY3/SOS1,2
Human Diseases,Cardiovascular disease,hsa05414,Dilated cardiomyopathy,2/42,105/9446,0.01904761904761905,4.28390022675737,2.2612950563126972,0.07909186022197277,0.45442589715931037,0.42580826384261505,ADRB1/ADCY3,2
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,3/42,227/9446,0.013215859030837005,2.972309628697294,2.010089671977855,0.07934787976699155,0.45442589715931037,0.42580826384261505,NDUFS7/SOS1/COX7A2L,3
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,4/42,371/9446,0.01078167115902965,2.4248491849570017,1.8711209111570535,0.0814289179880845,0.45442589715931037,0.42580826384261505,NDUFS7/TOMM40/NUP62/COX7A2L,4
Human Diseases,Infectious disease: viral,hsa05171,Coronavirus disease - COVID-19,3/42,238/9446,0.012605042016806723,2.8349339735894357,1.9160003363150593,0.08853985638093213,0.47866859855941435,0.44852427245603776,STAT3/RPL27/IRF3,3
Organismal Systems,Endocrine system,hsa04928,"Parathyroid hormone synthesis, secretion and action",2/42,115/9446,0.017391304347826087,3.911387163561077,2.0992013858691614,0.09238829448097127,0.4843386347032736,0.4538372360468764,SLC12A3/ADCY3,2
Metabolism,Glycan biosynthesis and metabolism,hsa00515,Mannose type O-glycan biosynthesis,1/42,23/9446,0.043478260869565216,9.778467908902691,2.8168087711216336,0.0975241521636192,0.4962258330678271,0.46497583384511937,FKRP,1
Organismal Systems,Endocrine system,hsa04926,Relaxin signaling pathway,2/42,130/9446,0.015384615384615385,3.4600732600732607,1.8874449459812614,0.11344270093782681,0.5334864914603803,0.4998899889558781,ADCY3/SOS1,2
Environmental Information Processing,Signal transduction,hsa04068,FoxO signaling pathway,2/42,133/9446,0.015037593984962405,3.3820264948084495,1.8488297584285893,0.11779458231239154,0.5334864914603803,0.4998899889558781,STAT3/SOS1,2
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,2/42,138/9446,0.014492753623188406,3.259489302967564,1.786861788186316,0.1251413708671247,0.5334864914603803,0.4998899889558781,NDUFS7/COX7A2L,2
Metabolism,Carbohydrate metabolism,hsa00020,Citrate cycle (TCA cycle),1/42,30/9446,0.03333333333333333,7.496825396825397,2.381759541649258,0.12531663562069328,0.5334864914603803,0.4998899889558781,IDH2,1
Human Diseases,Infectious disease: viral,hsa05162,Measles,2/42,139/9446,0.014388489208633094,3.236039739636862,1.7748079972854265,0.12662416979257612,0.5334864914603803,0.4998899889558781,STAT3/IRF3,2
Metabolism,Global and overview maps,hsa01210,2-Oxocarboxylic acid metabolism,1/42,33/9446,0.030303030303030304,6.815295815295816,2.2363206199873917,0.13697029384878,0.5334864914603803,0.4998899889558781,IDH2,1
Human Diseases,Cancer: specific types,hsa05224,Breast cancer,2/42,148/9446,0.013513513513513514,3.0392535392535396,1.6710006837505689,0.14015629193475004,0.5334864914603803,0.4998899889558781,BRCA1/SOS1,2
Environmental Information Processing,Signal transduction,hsa04072,Phospholipase D signaling pathway,2/42,149/9446,0.013422818791946308,3.0188558644934482,1.6599551289566823,0.14167946872270012,0.5334864914603803,0.4998899889558781,ADCY3/SOS1,2
Organismal Systems,Nervous system,hsa04723,Retrograde endocannabinoid signaling,2/42,149/9446,0.013422818791946308,3.0188558644934482,1.6599551289566823,0.14167946872270012,0.5334864914603803,0.4998899889558781,NDUFS7/ADCY3,2
Genetic Information Processing,Replication and repair,hsa03030,DNA replication,1/42,36/9446,0.027777777777777776,6.247354497354497,2.1079784160319073,0.14847233567616092,0.5334864914603803,0.4998899889558781,POLA2,1
Metabolism,Global and overview maps,hsa01240,Biosynthesis of cofactors,2/42,154/9446,0.012987012987012988,2.920841063698207,1.6060775349714642,0.14934955605067596,0.5334864914603803,0.4998899889558781,AK4/RDH12,2
Organismal Systems,Circulatory system,hsa04261,Adrenergic signaling in cardiomyocytes,2/42,154/9446,0.012987012987012988,2.920841063698207,1.6060775349714642,0.14934955605067596,0.5334864914603803,0.4998899889558781,ADRB1/ADCY3,2
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,2/42,157/9446,0.012738853503184714,2.8650288140734,1.5747811466926034,0.15399282571652756,0.5334864914603803,0.4998899889558781,NDUFS7/COX7A2L,2
Genetic Information Processing,Replication and repair,hsa03440,Homologous recombination,1/42,41/9446,0.024390243902439025,5.48548199767712,1.9234945605701506,0.16731069781073638,0.5334864914603803,0.4998899889558781,BRCA1,1
Environmental Information Processing,Signal transduction,hsa04022,cGMP-PKG signaling pathway,2/42,166/9446,0.012048192771084338,2.7096959265633966,1.48514291925622,0.16809046885728116,0.5334864914603803,0.4998899889558781,ADRB1/ADCY3,2
Human Diseases,Cancer: overview,hsa05206,MicroRNAs in cancer,3/42,320/9446,0.009375,2.1084821428571425,1.3481331075544596,0.1692302065492139,0.5334864914603803,0.4998899889558781,STAT3/BRCA1/SOS1,3
Environmental Information Processing,Signal transduction,hsa04630,JAK-STAT signaling pathway,2/42,168/9446,0.011904761904761904,2.677437641723356,1.4660310116438589,0.1712546095851586,0.5334864914603803,0.4998899889558781,STAT3/SOS1,2
Organismal Systems,Excretory system,hsa04962,Vasopressin-regulated water reabsorption,1/42,44/9446,0.022727272727272728,5.111471861471862,1.8267657198055371,0.17841777602197395,0.5334864914603803,0.4998899889558781,ADCY3,1
Environmental Information Processing,Membrane transport,hsa02010,ABC transporters,1/42,45/9446,0.022222222222222223,4.9978835978835985,1.7964647159577054,0.18208789444433926,0.5334864914603803,0.4998899889558781,ABCC11,1
Human Diseases,Infectious disease: viral,hsa05165,Human papillomavirus infection,3/42,333/9446,0.009009009009009009,2.026169026169026,1.274029985097693,0.18361457714273938,0.5334864914603803,0.4998899889558781,HES2/IRF3/SOS1,3
Genetic Information Processing,"Folding, sorting and degradation",hsa03050,Proteasome,1/42,46/9446,0.021739130434782608,4.8892339544513455,1.767048109737122,0.18574200660616658,0.5334864914603803,0.4998899889558781,PSME2,1
Human Diseases,Infectious disease: bacterial,hsa05110,Vibrio cholerae infection,1/42,51/9446,0.0196078431372549,4.409897292250234,1.6317262866867983,0.2037748475505965,0.5334864914603803,0.4998899889558781,ADCY3,1
Organismal Systems,Endocrine system,hsa04913,Ovarian steroidogenesis,1/42,52/9446,0.019230769230769232,4.325091575091575,1.6067537439198187,0.2073343426440375,0.5334864914603803,0.4998899889558781,ADCY3,1
Human Diseases,Infectious disease: viral,hsa05167,Kaposi sarcoma-associated herpesvirus infection,2/42,196/9446,0.01020408163265306,2.2949465500485906,1.2242731596589331,0.21646776236501833,0.5334864914603803,0.4998899889558781,STAT3/IRF3,2
Genetic Information Processing,Replication and repair,hsa03460,Fanconi anemia pathway,1/42,55/9446,0.01818181818181818,4.089177489177489,1.5354567998352935,0.21791988003748697,0.5334864914603803,0.4998899889558781,BRCA1,1
NA,NA,hsa04082,Neuroactive ligand signaling,2/42,199/9446,0.010050251256281407,2.260349365877004,1.2008433923539936,0.2213890455679224,0.5334864914603803,0.4998899889558781,ADRB1/ADCY3,2
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,2/42,205/9446,0.00975609756097561,2.194192799070848,1.155210717928251,0.2312616638053574,0.5334864914603803,0.4998899889558781,STAT3/IRF3,2
Human Diseases,Cancer: specific types,hsa05213,Endometrial cancer,1/42,59/9446,0.01694915254237288,3.8119451170298624,1.4479006162291002,0.23181950347697267,0.5334864914603803,0.4998899889558781,SOS1,1
Organismal Systems,Aging,hsa04213,Longevity regulating pathway - multiple species,1/42,62/9446,0.016129032258064516,3.627496159754224,1.387117501230701,0.2420856738345626,0.5334864914603803,0.4998899889558781,ADCY3,1
Environmental Information Processing,Signal transduction,hsa04330,Notch signaling pathway,1/42,62/9446,0.016129032258064516,3.627496159754224,1.387117501230701,0.2420856738345626,0.5334864914603803,0.4998899889558781,KAT2A,1
Genetic Information Processing,Information processing in viruses,hsa03250,Viral life cycle - HIV-1,1/42,64/9446,0.015625,3.5141369047619047,1.3486538976440308,0.2488552506023458,0.5334864914603803,0.4998899889558781,KAT2A,1
Organismal Systems,Endocrine system,hsa04927,Cortisol synthesis and secretion,1/42,65/9446,0.015384615384615385,3.4600732600732607,1.329993341968989,0.252217868325081,0.5334864914603803,0.4998899889558781,ADCY3,1
Human Diseases,Immune disease,hsa05321,Inflammatory bowel disease,1/42,66/9446,0.015151515151515152,3.407647907647908,1.3116949335097043,0.255565789605365,0.5334864914603803,0.4998899889558781,STAT3,1
Human Diseases,Infectious disease: viral,hsa05166,Human T-cell leukemia virus 1 infection,2/42,224/9446,0.008928571428571428,2.008078231292517,1.0204106975062814,0.26270197603655815,0.5334864914603803,0.4998899889558781,KAT2A/ADCY3,2
Organismal Systems,Immune system,hsa04664,Fc epsilon RI signaling pathway,1/42,69/9446,0.014492753623188406,3.259489302967564,1.258844808124117,0.2655220002035227,0.5334864914603803,0.4998899889558781,SOS1,1
Organismal Systems,Endocrine system,hsa04924,Renin secretion,1/42,69/9446,0.014492753623188406,3.259489302967564,1.258844808124117,0.2655220002035227,0.5334864914603803,0.4998899889558781,ADRB1,1
Environmental Information Processing,Signal transduction,hsa04024,cAMP signaling pathway,2/42,226/9446,0.008849557522123894,1.990307627475769,1.0069970521189073,0.26602012836035005,0.5334864914603803,0.4998899889558781,ADRB1/ADCY3,2
Organismal Systems,Endocrine system,hsa04920,Adipocytokine signaling pathway,1/42,70/9446,0.014285714285714285,3.2129251700680275,1.2418703700160012,0.26881175982722494,0.5334864914603803,0.4998899889558781,STAT3,1
Human Diseases,Cancer: specific types,hsa05211,Renal cell carcinoma,1/42,70/9446,0.014285714285714285,3.2129251700680275,1.2418703700160012,0.26881175982722494,0.5334864914603803,0.4998899889558781,SOS1,1
Human Diseases,Cancer: overview,hsa05204,Chemical carcinogenesis - DNA adducts,1/42,71/9446,0.014084507042253521,3.16767270288397,1.225198794747615,0.2720871337699782,0.5334864914603803,0.4998899889558781,CYP2A6,1
Human Diseases,Cancer: overview,hsa05230,Central carbon metabolism in cancer,1/42,71/9446,0.014084507042253521,3.16767270288397,1.225198794747615,0.2720871337699782,0.5334864914603803,0.4998899889558781,IDH2,1
Organismal Systems,Immune system,hsa04622,RIG-I-like receptor signaling pathway,1/42,72/9446,0.013888888888888888,3.1236772486772484,1.2088199090030685,0.2753481834106887,0.5334864914603803,0.4998899889558781,IRF3,1
Cellular Processes,Cell motility,hsa04820,Cytoskeleton in muscle cells,2/42,233/9446,0.008583690987124463,1.9305129777232781,0.9611013241145816,0.27763647046776896,0.5334864914603803,0.4998899889558781,HSPG2/CAPZA1,2
Metabolism,Xenobiotics biodegradation and metabolism,hsa00982,Drug metabolism - cytochrome P450,1/42,73/9446,0.0136986301369863,3.0808871493803,1.1927240209635188,0.2785949698728981,0.5334864914603803,0.4998899889558781,CYP2A6,1
Metabolism,Global and overview maps,hsa01230,Biosynthesis of amino acids,1/42,75/9446,0.013333333333333334,2.998730158730159,1.1613447056773558,0.28504599648537154,0.5334864914603803,0.4998899889558781,IDH2,1
Human Diseases,Drug resistance: antineoplastic,hsa01524,Platinum drug resistance,1/42,75/9446,0.013333333333333334,2.998730158730159,1.1613447056773558,0.28504599648537154,0.5334864914603803,0.4998899889558781,BRCA1,1
Organismal Systems,Endocrine system,hsa04918,Thyroid hormone synthesis,1/42,75/9446,0.013333333333333334,2.998730158730159,1.1613447056773558,0.28504599648537154,0.5334864914603803,0.4998899889558781,ADCY3,1
Organismal Systems,Digestive system,hsa04971,Gastric acid secretion,1/42,76/9446,0.013157894736842105,2.9592731829573933,1.146044050751034,0.288250357615199,0.5334864914603803,0.4998899889558781,ADCY3,1
Human Diseases,Cancer: specific types,hsa05214,Glioma,1/42,76/9446,0.013157894736842105,2.9592731829573933,1.146044050751034,0.288250357615199,0.5334864914603803,0.4998899889558781,SOS1,1
Human Diseases,Cancer: specific types,hsa05212,Pancreatic cancer,1/42,77/9446,0.012987012987012988,2.920841063698207,1.130991889886284,0.29144069752770296,0.5334864914603803,0.4998899889558781,STAT3,1
Human Diseases,Cancer: specific types,hsa05220,Chronic myeloid leukemia,1/42,77/9446,0.012987012987012988,2.920841063698207,1.130991889886284,0.29144069752770296,0.5334864914603803,0.4998899889558781,SOS1,1
Metabolism,Carbohydrate metabolism,hsa00562,Inositol phosphate metabolism,1/42,78/9446,0.01282051282051282,2.8833943833943834,1.1161805420575313,0.2946170760850557,0.5334864914603803,0.4998899889558781,INPP4A,1
Genetic Information Processing,"Folding, sorting and degradation",hsa03018,RNA degradation,1/42,78/9446,0.01282051282051282,2.8833943833943834,1.1161805420575313,0.2946170760850557,0.5334864914603803,0.4998899889558781,DCP1B,1
Human Diseases,Infectious disease: bacterial,hsa05133,Pertussis,1/42,78/9446,0.01282051282051282,2.8833943833943834,1.1161805420575313,0.2946170760850557,0.5334864914603803,0.4998899889558781,IRF3,1
Metabolism,Xenobiotics biodegradation and metabolism,hsa00980,Metabolism of xenobiotics by cytochrome P450,1/42,79/9446,0.012658227848101266,2.8468957203134417,1.1016026616298518,0.2977795529002165,0.5334864914603803,0.4998899889558781,CYP2A6,1
Metabolism,Xenobiotics biodegradation and metabolism,hsa00983,Drug metabolism - other enzymes,1/42,81/9446,0.012345679012345678,2.776601998824221,1.0731194862376634,0.3040630385158004,0.5334864914603803,0.4998899889558781,CYP2A6,1
Organismal Systems,Immune system,hsa04612,Antigen processing and presentation,1/42,82/9446,0.012195121951219513,2.74274099883856,1.0592010145640176,0.30718416530515813,0.5334864914603803,0.4998899889558781,PSME2,1
Genetic Information Processing,Chromosome,hsa03083,Polycomb repressive complex,1/42,83/9446,0.012048192771084338,2.7096959265633966,1.0454896253471728,0.31029162633219654,0.5334864914603803,0.4998899889558781,ASXL2,1
Cellular Processes,Transport and catabolism,hsa04146,Peroxisome,1/42,83/9446,0.012048192771084338,2.7096959265633966,1.0454896253471728,0.31029162633219654,0.5334864914603803,0.4998899889558781,IDH2,1
Organismal Systems,Immune system,hsa04623,Cytosolic DNA-sensing pathway,1/42,83/9446,0.012048192771084338,2.7096959265633966,1.0454896253471728,0.31029162633219654,0.5334864914603803,0.4998899889558781,IRF3,1
Environmental Information Processing,Signal transduction,hsa04020,Calcium signaling pathway,2/42,254/9446,0.007874015748031496,1.7709036370453692,0.8323026189589268,0.31242007853681575,0.5334864914603803,0.4998899889558781,ADRB1/ADCY3,2
Environmental Information Processing,Signal transduction,hsa04012,ErbB signaling pathway,1/42,86/9446,0.011627906976744186,2.615171650055371,1.0055398822699104,0.31953259744416174,0.5334864914603803,0.4998899889558781,SOS1,1
Organismal Systems,Endocrine system,hsa04911,Insulin secretion,1/42,86/9446,0.011627906976744186,2.615171650055371,1.0055398822699104,0.31953259744416174,0.5334864914603803,0.4998899889558781,ADCY3,1
Organismal Systems,Circulatory system,hsa04260,Cardiac muscle contraction,1/42,87/9446,0.011494252873563218,2.585112205801861,0.9925999041987883,0.32258597681460455,0.5334864914603803,0.4998899889558781,COX7A2L,1
Human Diseases,Cancer: specific types,hsa05210,Colorectal cancer,1/42,87/9446,0.011494252873563218,2.585112205801861,0.9925999041987883,0.32258597681460455,0.5334864914603803,0.4998899889558781,SOS1,1
Environmental Information Processing,Signaling molecules and interaction,hsa04512,ECM-receptor interaction,1/42,89/9446,0.011235955056179775,2.5270197966827177,0.9672543066808847,0.32865266390740777,0.5334864914603803,0.4998899889558781,HSPG2,1
Organismal Systems,Nervous system,hsa04727,GABAergic synapse,1/42,89/9446,0.011235955056179775,2.5270197966827177,0.9672543066808847,0.32865266390740777,0.5334864914603803,0.4998899889558781,ADCY3,1
Organismal Systems,Aging,hsa04211,Longevity regulating pathway,1/42,90/9446,0.011111111111111112,2.4989417989417992,0.9548391875977704,0.3316660857430267,0.5334864914603803,0.4998899889558781,ADCY3,1
Organismal Systems,Digestive system,hsa04976,Bile secretion,1/42,90/9446,0.011111111111111112,2.4989417989417992,0.9548391875977704,0.3316660857430267,0.5334864914603803,0.4998899889558781,ADCY3,1
Human Diseases,Cancer: overview,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,1/42,90/9446,0.011111111111111112,2.4989417989417992,0.9548391875977704,0.3316660857430267,0.5334864914603803,0.4998899889558781,STAT3,1
Organismal Systems,Immune system,hsa04662,B cell receptor signaling pathway,1/42,91/9446,0.01098901098901099,2.471480900052329,0.942589821263142,0.33466630211741666,0.5334864914603803,0.4998899889558781,SOS1,1
Human Diseases,Substance dependence,hsa05032,Morphine addiction,1/42,91/9446,0.01098901098901099,2.471480900052329,0.942589821263142,0.33466630211741666,0.5334864914603803,0.4998899889558781,ADCY3,1
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,2/42,271/9446,0.007380073800738007,1.6598137409945528,0.7364992023212458,0.340369862826855,0.5334864914603803,0.4998899889558781,NDUFS7/COX7A2L,2
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,2/42,278/9446,0.007194244604316547,1.618019869818431,0.6989672862824164,0.3517928091340137,0.5334864914603803,0.4998899889558781,NDUFS7/COX7A2L,2
Organismal Systems,Environmental adaptation,hsa04713,Circadian entrainment,1/42,97/9446,0.010309278350515464,2.318605792832597,0.8723436070048333,0.3523934312226472,0.5334864914603803,0.4998899889558781,ADCY3,1
Environmental Information Processing,Signal transduction,hsa04070,Phosphatidylinositol signaling system,1/42,98/9446,0.01020408163265306,2.2949465500485906,0.8611421460823676,0.3553027772370497,0.5334864914603803,0.4998899889558781,INPP4A,1
Organismal Systems,Endocrine system,hsa04925,Aldosterone synthesis and secretion,1/42,98/9446,0.01020408163265306,2.2949465500485906,0.8611421460823676,0.3553027772370497,0.5334864914603803,0.4998899889558781,ADCY3,1
Organismal Systems,Sensory system,hsa04750,Inflammatory mediator regulation of TRP channels,1/42,99/9446,0.010101010101010102,2.271765271765272,0.8500759971090095,0.35819936296191546,0.5334864914603803,0.4998899889558781,ADCY3,1
Human Diseases,Cancer: overview,hsa05231,Choline metabolism in cancer,1/42,99/9446,0.010101010101010102,2.271765271765272,0.8500759971090095,0.35819936296191546,0.5334864914603803,0.4998899889558781,SOS1,1
Organismal Systems,Endocrine system,hsa04916,Melanogenesis,1/42,101/9446,0.009900990099009901,2.226779820839227,0.8283368341943124,0.36395447174314555,0.5334864914603803,0.4998899889558781,ADCY3,1
Human Diseases,Endocrine and metabolic disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,1/42,101/9446,0.009900990099009901,2.226779820839227,0.8283368341943124,0.36395447174314555,0.5334864914603803,0.4998899889558781,STAT3,1
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,3/42,483/9446,0.006211180124223602,1.3969239869860988,0.5984440154782246,0.3642560504349106,0.5334864914603803,0.4998899889558781,NDUFS7/TOMM40/COX7A2L,3
Human Diseases,Infectious disease: bacterial,hsa05150,Staphylococcus aureus infection,1/42,102/9446,0.00980392156862745,2.204948646125117,0.8176576891368676,0.36681310333081674,0.5334864914603803,0.4998899889558781,KRT34,1
Cellular Processes,Transport and catabolism,hsa04137,Mitophagy - animal,1/42,105/9446,0.009523809523809525,2.141950113378685,0.7863473210599877,0.375313953323439,0.5334864914603803,0.4998899889558781,TOMM40,1
Organismal Systems,Digestive system,hsa04972,Pancreatic secretion,1/42,106/9446,0.009433962264150943,2.121743036837376,0.7761438006648392,0.3781227333213424,0.5334864914603803,0.4998899889558781,ADCY3,1
Human Diseases,Cancer: specific types,hsa05215,Prostate cancer,1/42,106/9446,0.009433962264150943,2.121743036837376,0.7761438006648392,0.3781227333213424,0.5334864914603803,0.4998899889558781,SOS1,1
Genetic Information Processing,Translation,hsa03013,Nucleocytoplasmic transport,1/42,108/9446,0.009259259259259259,2.0824514991181657,0.7560712172385958,0.3837033568400142,0.5334864914603803,0.4998899889558781,NUP62,1
Organismal Systems,Immune system,hsa04620,Toll-like receptor signaling pathway,1/42,109/9446,0.009174311926605505,2.0633464394932286,0.7461972890171221,0.38647530575977407,0.5334864914603803,0.4998899889558781,IRF3,1
Organismal Systems,Immune system,hsa04659,Th17 cell differentiation,1/42,109/9446,0.009174311926605505,2.0633464394932286,0.7461972890171221,0.38647530575977407,0.5334864914603803,0.4998899889558781,STAT3,1
Human Diseases,Endocrine and metabolic disease,hsa04931,Insulin resistance,1/42,109/9446,0.009174311926605505,2.0633464394932286,0.7461972890171221,0.38647530575977407,0.5334864914603803,0.4998899889558781,STAT3,1
Environmental Information Processing,Signal transduction,hsa04010,MAPK signaling pathway,2/42,300/9446,0.006666666666666667,1.4993650793650795,0.587398068018042,0.387262807513157,0.5334864914603803,0.4998899889558781,SOS1/MAP4K3,2
Environmental Information Processing,Signal transduction,hsa04066,HIF-1 signaling pathway,1/42,110/9446,0.00909090909090909,2.0445887445887445,0.7364284859204586,0.3892350826857771,0.5334864914603803,0.4998899889558781,STAT3,1
Organismal Systems,Endocrine system,hsa04914,Progesterone-mediated oocyte maturation,1/42,111/9446,0.009009009009009009,2.026169026169026,0.7267625601840746,0.39198273976881015,0.5334864914603803,0.4998899889558781,ADCY3,1
Human Diseases,Infectious disease: parasitic,hsa05145,Toxoplasmosis,1/42,112/9446,0.008928571428571428,2.008078231292517,0.7171973327168037,0.39471832894178427,0.5334864914603803,0.4998899889558781,STAT3,1
