category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Metabolism,Metabolism of terpenoids and polyketides,hsa00900,Terpenoid backbone biosynthesis,1/73,23/9446,0.043478260869565216,5.625967837998808,1.960175849542149,0.16359849802744897,0.4884912898847772,0.451138927103121,ZMPSTE24,1
Genetic Information Processing,Replication and repair,hsa03430,Mismatch repair,1/73,23/9446,0.043478260869565216,5.625967837998808,1.960175849542149,0.16359849802744897,0.4884912898847772,0.451138927103121,RPA2,1
Organismal Systems,Excretory system,hsa04964,Proximal tubule bicarbonate reclamation,1/73,23/9446,0.043478260869565216,5.625967837998808,1.960175849542149,0.16359849802744897,0.4884912898847772,0.451138927103121,MDH1,1
Human Diseases,Drug resistance: antineoplastic,hsa01522,Endocrine resistance,2/73,99/9446,0.020202020202020204,2.614086066140861,1.424725728285907,0.17792715933719586,0.5238966358261878,0.4838370122327257,ADCY3/SOS1,2
Human Diseases,Infectious disease: viral,hsa05167,Kaposi sarcoma-associated herpesvirus infection,3/73,196/9446,0.015306122448979591,1.9805703103159074,1.224218706914872,0.19305375071328915,0.5382737410460389,0.49711477574261786,UBB/STAT3/IRF3,3
Cellular Processes,Transport and catabolism,hsa04137,Mitophagy - animal,2/73,105/9446,0.01904761904761905,2.4647097195042402,1.3319030996533803,0.19466251485285568,0.5382737410460389,0.49711477574261786,UBB/TOMM40,2
Human Diseases,Cardiovascular disease,hsa05414,Dilated cardiomyopathy,2/73,105/9446,0.01904761904761905,2.4647097195042402,1.3319030996533803,0.19466251485285568,0.5382737410460389,0.49711477574261786,ADRB1/ADCY3,2
Metabolism,Glycan biosynthesis and metabolism,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,1/73,28/9446,0.03571428571428571,4.62133072407045,1.6935224749287503,0.19550508519124998,0.5382737410460389,0.49711477574261786,B3GNT3,1
Organismal Systems,Excretory system,hsa04966,Collecting duct acid secretion,1/73,28/9446,0.03571428571428571,4.62133072407045,1.6935224749287503,0.19550508519124998,0.5382737410460389,0.49711477574261786,ATP6V1D,1
Human Diseases,Cancer: overview,hsa05205,Proteoglycans in cancer,3/73,204/9446,0.014705882352941176,1.9029008863819499,1.1505229434064048,0.2089415604701565,0.5678924464060664,0.5244686942975589,HSPG2/STAT3/SOS1,3
Human Diseases,Infectious disease: parasitic,hsa05145,Toxoplasmosis,2/73,112/9446,0.017857142857142856,2.310665362035225,1.2313741658529824,0.2144315827384713,0.5754366524121002,0.531436034501741,IL10RA/STAT3,2
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,4/73,311/9446,0.012861736334405145,1.6642734440382327,1.0512255603829461,0.21935091765195666,0.5762301060082018,0.532168816869541,GPX2/NDUFAB1/NDUFS7/COX7A2L,4
Metabolism,Carbohydrate metabolism,hsa00630,Glyoxylate and dicarboxylate metabolism,1/73,32/9446,0.03125,4.0436643835616435,1.5219758353944097,0.22016338955973747,0.5762301060082018,0.532168816869541,MDH1,1
Metabolism,Global and overview maps,hsa01210,2-Oxocarboxylic acid metabolism,1/73,33/9446,0.030303030303030304,3.9211290992112913,1.4834291003801972,0.22621056106623183,0.5840745705260091,0.5394134563944275,IDH2,1
Metabolism,Global and overview maps,hsa01200,Carbon metabolism,2/73,117/9446,0.017094017094017096,2.2119189790422666,1.1640511754717926,0.22867070449839036,0.5840745705260091,0.5394134563944275,IDH2/MDH1,2
Human Diseases,Cardiovascular disease,hsa05417,Lipid and atherosclerosis,3/73,216/9446,0.013888888888888888,1.7971841704718414,1.0459424615110813,0.2333006020515818,0.5888062813682778,0.5437833581653411,STAT3/CYP2A6/IRF3,3
Metabolism,Glycan biosynthesis and metabolism,hsa00512,Mucin type O-glycan biosynthesis,1/73,36/9446,0.027777777777777776,3.594368340943683,1.376293875749891,0.2440759399472966,0.6087541090450221,0.5622058802501199,B3GNT3,1
Organismal Systems,Endocrine system,hsa04926,Relaxin signaling pathway,2/73,130/9446,0.015384615384615385,1.9907270811380402,1.0037696803133662,0.2659458634875015,0.655587477434306,0.6054581469850095,ADCY3/SOS1,2
Organismal Systems,Immune system,hsa04650,Natural killer cell mediated cytotoxicity,2/73,134/9446,0.014925373134328358,1.9313023921488448,0.9581747822770837,0.27744085768778737,0.6760627796529991,0.624367810404458,HCST/SOS1,2
Metabolism,Glycan biosynthesis and metabolism,hsa00513,Various types of N-glycan biosynthesis,1/73,44/9446,0.022727272727272728,2.9408468244084682,1.1387557393195298,0.28975212536400374,0.6765046281309455,0.6247758730504264,FUT8,1
Organismal Systems,Excretory system,hsa04962,Vasopressin-regulated water reabsorption,1/73,44/9446,0.022727272727272728,2.9408468244084682,1.1387557393195298,0.28975212536400374,0.6765046281309455,0.6247758730504264,ADCY3,1
Environmental Information Processing,Signal transduction,hsa04371,Apelin signaling pathway,2/73,140/9446,0.014285714285714285,1.8485322896281802,0.8926351200198743,0.2946661858216677,0.6765046281309455,0.6247758730504264,SMAD3/ADCY3,2
Environmental Information Processing,Membrane transport,hsa02010,ABC transporters,1/73,45/9446,0.022222222222222223,2.875494672754947,1.1129051909819776,0.2952667068199095,0.6765046281309455,0.6247758730504264,ABCC11,1
Genetic Information Processing,"Folding, sorting and degradation",hsa04120,Ubiquitin mediated proteolysis,2/73,142/9446,0.014084507042253521,1.8224966235770788,0.8714983070847475,0.30039834753045824,0.6765046281309455,0.6247758730504264,UBB/BRCA1,2
Genetic Information Processing,"Folding, sorting and degradation",hsa03050,Proteasome,1/73,46/9446,0.021739130434782608,2.812983918999404,1.0877573929937503,0.30073905342156326,0.6765046281309455,0.6247758730504264,PSME2,1
Metabolism,Glycan biosynthesis and metabolism,hsa00514,Other types of O-glycan biosynthesis,1/73,47/9446,0.02127659574468085,2.753133197318566,1.0632762675035543,0.3061694841769066,0.6765046281309455,0.6247758730504264,COLGALT2,1
Human Diseases,Infectious disease: bacterial,hsa05131,Shigellosis,3/73,253/9446,0.011857707509881422,1.534354864908766,0.760299142872083,0.3109446117227244,0.6765046281309455,0.6247758730504264,ILK/UBB/IRF3,3
Environmental Information Processing,Signal transduction,hsa04072,Phospholipase D signaling pathway,2/73,149/9446,0.013422818791946308,1.736875976831847,0.8000906948826443,0.32040002828486214,0.6765046281309455,0.6247758730504264,ADCY3/SOS1,2
Metabolism,Amino acid metabolism,hsa00270,Cysteine and methionine metabolism,1/73,52/9446,0.019230769230769232,2.48840885142255,0.949777201695928,0.33270390020116136,0.6765046281309455,0.6247758730504264,MDH1,1
Organismal Systems,Endocrine system,hsa04913,Ovarian steroidogenesis,1/73,52/9446,0.019230769230769232,2.48840885142255,0.949777201695928,0.33270390020116136,0.6765046281309455,0.6247758730504264,ADCY3,1
Metabolism,Global and overview maps,hsa01240,Biosynthesis of cofactors,2/73,154/9446,0.012987012987012988,1.680483899661982,0.751357657196676,0.3346100514954008,0.6765046281309455,0.6247758730504264,AK4/RDH12,2
Organismal Systems,Circulatory system,hsa04261,Adrenergic signaling in cardiomyocytes,2/73,154/9446,0.012987012987012988,1.680483899661982,0.751357657196676,0.3346100514954008,0.6765046281309455,0.6247758730504264,ADRB1/ADCY3,2
Environmental Information Processing,Signal transduction,hsa04390,Hippo signaling pathway,2/73,157/9446,0.012738853503184714,1.6483727423436,0.7229582137114516,0.34309774707521,0.6765046281309455,0.6247758730504264,SMAD3/AXIN2,2
Environmental Information Processing,Signal transduction,hsa04150,mTOR signaling pathway,2/73,158/9446,0.012658227848101266,1.6379400034680076,0.7136255310659733,0.3459198852044052,0.6765046281309455,0.6247758730504264,ATP6V1D/SOS1,2
Metabolism,Lipid metabolism,hsa00600,Sphingolipid metabolism,1/73,55/9446,0.01818181818181818,2.3526774595267748,0.8878565037150374,0.3481414646778578,0.6765046281309455,0.6247758730504264,CERS1,1
Cellular Processes,Cell growth and death,hsa04217,Necroptosis,2/73,159/9446,0.012578616352201259,1.627638494012234,0.7043581007247781,0.3487382881348441,0.6765046281309455,0.6247758730504264,STAT5B/STAT3,2
Environmental Information Processing,Signaling molecules and interaction,hsa04514,Cell adhesion molecules,2/73,160/9446,0.0125,1.6174657534246575,0.6951549660326107,0.35155284572637446,0.6765046281309455,0.6247758730504264,SELL/NECTIN2,2
Metabolism,Glycan biosynthesis and metabolism,hsa00510,N-Glycan biosynthesis,1/73,56/9446,0.017857142857142856,2.310665362035225,0.8681127648450842,0.35320862185797886,0.6765046281309455,0.6247758730504264,FUT8,1
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,4/73,391/9446,0.010230179028132993,1.323757138352661,0.5770143404924928,0.357682388906878,0.6765046281309455,0.6247758730504264,NDUFAB1/AXIN2/NDUFS7/COX7A2L,4
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,3/73,278/9446,0.01079136690647482,1.396373312309057,0.5919875922175988,0.3641340991481832,0.6765046281309455,0.6247758730504264,NDUFAB1/NDUFS7/COX7A2L,3
Environmental Information Processing,Signal transduction,hsa04022,cGMP-PKG signaling pathway,2/73,166/9446,0.012048192771084338,1.5590031358309955,0.6412352711868704,0.3683535049414959,0.6765046281309455,0.6247758730504264,ADRB1/ADCY3,2
Organismal Systems,Aging,hsa04213,Longevity regulating pathway - multiple species,1/73,62/9446,0.016129032258064516,2.087052585064074,0.7578364694077686,0.38280584640838355,0.6765046281309455,0.6247758730504264,ADCY3,1
Environmental Information Processing,Signal transduction,hsa04330,Notch signaling pathway,1/73,62/9446,0.016129032258064516,2.087052585064074,0.7578364694077686,0.38280584640838355,0.6765046281309455,0.6247758730504264,KAT2A,1
Metabolism,Amino acid metabolism,hsa00310,Lysine degradation,1/73,63/9446,0.015873015873015872,2.0539247662535334,0.7406825778208456,0.3876071223261356,0.6765046281309455,0.6247758730504264,COLGALT2,1
Genetic Information Processing,Replication and repair,hsa03420,Nucleotide excision repair,1/73,63/9446,0.015873015873015872,2.0539247662535334,0.7406825778208456,0.3876071223261356,0.6765046281309455,0.6247758730504264,RPA2,1
Human Diseases,Cancer: specific types,hsa05217,Basal cell carcinoma,1/73,63/9446,0.015873015873015872,2.0539247662535334,0.7406825778208456,0.3876071223261356,0.6765046281309455,0.6247758730504264,AXIN2,1
Genetic Information Processing,Information processing in viruses,hsa03250,Viral life cycle - HIV-1,1/73,64/9446,0.015625,2.0218321917808217,0.7238439617967428,0.3923715558836539,0.6765046281309455,0.6247758730504264,KAT2A,1
Human Diseases,Infectious disease: viral,hsa05168,Herpes simplex virus 1 infection,2/73,183/9446,0.01092896174863388,1.4141777079122688,0.4992976659508756,0.41499969783188506,0.6765046281309455,0.6247758730504264,NECTIN2/IRF3,2
Organismal Systems,Immune system,hsa04664,Fc epsilon RI signaling pathway,1/73,69/9446,0.014492753623188406,1.8753226126662697,0.6439969907545142,0.41565077416760643,0.6765046281309455,0.6247758730504264,SOS1,1
Organismal Systems,Endocrine system,hsa04924,Renin secretion,1/73,69/9446,0.014492753623188406,1.8753226126662697,0.6439969907545142,0.41565077416760643,0.6765046281309455,0.6247758730504264,ADRB1,1
Organismal Systems,Development and regeneration,hsa04360,Axon guidance,2/73,184/9446,0.010869565217391304,1.406491959499702,0.4913959643103051,0.4176934914917565,0.6765046281309455,0.6247758730504264,ILK/SEMA6B,2
Organismal Systems,Endocrine system,hsa04920,Adipocytokine signaling pathway,1/73,70/9446,0.014285714285714285,1.8485322896281802,0.6288277470874568,0.42019993631816244,0.6765046281309455,0.6247758730504264,STAT3,1
Human Diseases,Cancer: specific types,hsa05211,Renal cell carcinoma,1/73,70/9446,0.014285714285714285,1.8485322896281802,0.6288277470874568,0.42019993631816244,0.6765046281309455,0.6247758730504264,SOS1,1
Human Diseases,Infectious disease: bacterial,hsa05120,Epithelial cell signaling in Helicobacter pylori infection,1/73,71/9446,0.014084507042253521,1.8224966235770788,0.6139044234074967,0.4247141646296786,0.6765046281309455,0.6247758730504264,ATP6V1D,1
