category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Cancer: overview,hsa05203,Viral carcinogenesis,3/39,205/9446,0.014634146341463415,3.5444652908067544,2.3714921371156206,0.05199919310200752,0.3911243655064044,0.3617335172313567,KAT2A/STAT3/IRF3,3
Organismal Systems,Endocrine system,hsa04912,GnRH signaling pathway,2/39,93/9446,0.021505376344086023,5.208712434518887,2.6261708279366904,0.05616607441638023,0.3967017926693798,0.3668918313705247,ADCY3/SOS1,2
Human Diseases,Cardiovascular disease,hsa05417,Lipid and atherosclerosis,3/39,216/9446,0.013888888888888888,3.3639601139601134,2.2629443933942803,0.05903406285095485,0.3967017926693798,0.3668918313705247,STAT3/CYP2A6/IRF3,3
Metabolism,Metabolism of cofactors and vitamins,hsa00730,Thiamine metabolism,1/39,15/9446,0.06666666666666667,16.147008547008546,3.780083038098977,0.060216086188982665,0.3967017926693798,0.3668918313705247,AK4,1
Human Diseases,Drug resistance: antineoplastic,hsa01522,Endocrine resistance,2/39,99/9446,0.020202020202020204,4.893032893032894,2.5071323560849526,0.0627214673700249,0.3967017926693798,0.3668918313705247,ADCY3/SOS1,2
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,4/39,371/9446,0.01078167115902965,2.6113760453383095,2.0387700906267083,0.0654612681953005,0.3967017926693798,0.3668918313705247,NDUFS7/TOMM40/NUP62/COX7A2L,4
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,3/39,227/9446,0.013215859030837005,3.200948830904778,2.161168752649783,0.0664991444359076,0.3967017926693798,0.3668918313705247,NDUFS7/SOS1/COX7A2L,3
Human Diseases,Cardiovascular disease,hsa05414,Dilated cardiomyopathy,2/39,105/9446,0.01904761904761905,4.613431013431014,2.3973168826562485,0.06952491615542618,0.400927016496291,0.37079955282893967,ADRB1/ADCY3,2
Organismal Systems,Endocrine system,hsa04928,"Parathyroid hormone synthesis, secretion and action",2/39,115/9446,0.017391304347826087,4.212263099219621,2.231534712574997,0.08137366392796265,0.45411754385604963,0.4199931041443234,SLC12A3/ADCY3,2
Metabolism,Glycan biosynthesis and metabolism,hsa00515,Mannose type O-glycan biosynthesis,1/39,23/9446,0.043478260869565216,10.530657748049052,2.9464556542695783,0.09087131196838927,0.49127303032910447,0.4543565598419464,FKRP,1
Organismal Systems,Endocrine system,hsa04926,Relaxin signaling pathway,2/39,130/9446,0.015384615384615385,3.7262327416173573,2.0152437278602586,0.10021180482849358,0.49964976389517446,0.4621038278799302,ADCY3/SOS1,2
Environmental Information Processing,Signal transduction,hsa04068,FoxO signaling pathway,2/39,133/9446,0.015037593984962405,3.6421823790244843,1.9758388636844906,0.10411684171634432,0.49964976389517446,0.4621038278799302,STAT3/SOS1,2
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,2/39,138/9446,0.014492753623188406,3.510219249349684,1.9126289457909806,0.11071781818010255,0.49964976389517446,0.4621038278799302,NDUFS7/COX7A2L,2
Human Diseases,Infectious disease: viral,hsa05162,Measles,2/39,139/9446,0.014388489208633094,3.4849658734550824,1.9003372643213963,0.11205138136025745,0.49964976389517446,0.4621038278799302,STAT3/IRF3,2
Metabolism,Carbohydrate metabolism,hsa00020,Citrate cycle (TCA cycle),1/39,30/9446,0.03333333333333333,8.073504273504273,2.4984446655316956,0.1168936776449101,0.49964976389517446,0.4621038278799302,IDH2,1
Human Diseases,Cancer: specific types,hsa05224,Breast cancer,2/39,148/9446,0.013513513513513514,3.2730422730422735,1.7945324337312167,0.12424136069891581,0.49964976389517446,0.4621038278799302,BRCA1/SOS1,2
Environmental Information Processing,Signal transduction,hsa04072,Phospholipase D signaling pathway,2/39,149/9446,0.013422818791946308,3.25107554637756,1.7832798469126132,0.1256156812486445,0.49964976389517446,0.4621038278799302,ADCY3/SOS1,2
Organismal Systems,Nervous system,hsa04723,Retrograde endocannabinoid signaling,2/39,149/9446,0.013422818791946308,3.25107554637756,1.7832798469126132,0.1256156812486445,0.49964976389517446,0.4621038278799302,NDUFS7/ADCY3,2
Metabolism,Global and overview maps,hsa01210,2-Oxocarboxylic acid metabolism,1/39,33/9446,0.030303030303030304,7.33954933954934,2.34887031567092,0.12782262422805046,0.49964976389517446,0.4621038278799302,IDH2,1
Metabolism,Global and overview maps,hsa01240,Biosynthesis of cofactors,2/39,154/9446,0.012987012987012988,3.145521145521146,1.7284080152799837,0.13254293285182792,0.49964976389517446,0.4621038278799302,AK4/RDH12,2
Organismal Systems,Circulatory system,hsa04261,Adrenergic signaling in cardiomyocytes,2/39,154/9446,0.012987012987012988,3.145521145521146,1.7284080152799837,0.13254293285182792,0.49964976389517446,0.4621038278799302,ADRB1/ADCY3,2
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,2/39,157/9446,0.012738853503184714,3.0854156459252002,1.6965461772066415,0.13674194600778433,0.49964976389517446,0.4621038278799302,NDUFS7/COX7A2L,2
Genetic Information Processing,Replication and repair,hsa03030,DNA replication,1/39,36/9446,0.027777777777777776,6.727920227920227,2.216976615700128,0.1386197449658173,0.49964976389517446,0.4621038278799302,POLA2,1
Human Diseases,Cancer: overview,hsa05206,MicroRNAs in cancer,3/39,320/9446,0.009375,2.2706730769230767,1.4889369159902697,0.1446728153868013,0.49964976389517446,0.4621038278799302,STAT3/BRCA1/SOS1,3
Environmental Information Processing,Signal transduction,hsa04022,cGMP-PKG signaling pathway,2/39,166/9446,0.012048192771084338,2.918134074760581,1.6053388981266943,0.14951564883439178,0.49964976389517446,0.4621038278799302,ADRB1/ADCY3,2
Environmental Information Processing,Signal transduction,hsa04630,JAK-STAT signaling pathway,2/39,168/9446,0.011904761904761904,2.8833943833943834,1.5859023415775166,0.15238774795337118,0.49964976389517446,0.4621038278799302,STAT3/SOS1,2
Genetic Information Processing,Replication and repair,hsa03440,Homologous recombination,1/39,41/9446,0.024390243902439025,5.907442151344591,2.0275680071751707,0.15632619830859917,0.49964976389517446,0.4621038278799302,BRCA1,1
Human Diseases,Infectious disease: viral,hsa05165,Human papillomavirus infection,3/39,333/9446,0.009009009009009009,2.1820281820281817,1.4139269598465525,0.15739384487835092,0.49964976389517446,0.4621038278799302,HES2/IRF3/SOS1,3
Organismal Systems,Excretory system,hsa04962,Vasopressin-regulated water reabsorption,1/39,44/9446,0.022727272727272728,5.504662004662005,1.9283512240490421,0.1667793070747089,0.49964976389517446,0.4621038278799302,ADCY3,1
Environmental Information Processing,Membrane transport,hsa02010,ABC transporters,1/39,45/9446,0.022222222222222223,5.382336182336183,1.8972852645091904,0.17023555117427136,0.49964976389517446,0.4621038278799302,ABCC11,1
Genetic Information Processing,"Folding, sorting and degradation",hsa03050,Proteasome,1/39,46/9446,0.021739130434782608,5.265328874024526,1.8671328689313123,0.17367782470944892,0.49964976389517446,0.4621038278799302,PSME2,1
Human Diseases,Infectious disease: bacterial,hsa05110,Vibrio cholerae infection,1/39,51/9446,0.0196078431372549,4.749120160884867,1.7285174506702878,0.19068155123233854,0.49964976389517446,0.4621038278799302,ADCY3,1
Human Diseases,Infectious disease: viral,hsa05167,Kaposi sarcoma-associated herpesvirus infection,2/39,196/9446,0.01020408163265306,2.4714809000523283,1.340353989171033,0.19362958260020546,0.49964976389517446,0.4621038278799302,STAT3/IRF3,2
Organismal Systems,Endocrine system,hsa04913,Ovarian steroidogenesis,1/39,52/9446,0.019230769230769232,4.657790927021696,1.7029542660412795,0.1940411488376541,0.49964976389517446,0.4621038278799302,ADCY3,1
NA,NA,hsa04082,Neuroactive ligand signaling,2/39,199/9446,0.010050251256281407,2.434222394021389,1.3165893003085074,0.1981411716896875,0.49964976389517446,0.4621038278799302,ADRB1/ADCY3,2
Genetic Information Processing,Replication and repair,hsa03460,Fanconi anemia pathway,1/39,55/9446,0.01818181818181818,4.403729603729603,1.6300021942029588,0.20403861541945745,0.49964976389517446,0.4621038278799302,BRCA1,1
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,2/39,205/9446,0.00975609756097561,2.3629768605378363,1.2703214775671687,0.2072051847977758,0.49964976389517446,0.4621038278799302,STAT3/IRF3,2
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,2/39,205/9446,0.00975609756097561,2.3629768605378363,1.2703214775671687,0.2072051847977758,0.49964976389517446,0.4621038278799302,NDUFS7/COX7A2L,2
Human Diseases,Cancer: specific types,hsa05213,Endometrial cancer,1/39,59/9446,0.01694915254237288,4.105171664493698,1.5404795024051725,0.2171807948331741,0.49964976389517446,0.4621038278799302,SOS1,1
Organismal Systems,Aging,hsa04213,Longevity regulating pathway - multiple species,1/39,62/9446,0.016129032258064516,3.9065343258891643,1.4783763762874138,0.22689843893752226,0.49964976389517446,0.4621038278799302,ADCY3,1
Environmental Information Processing,Signal transduction,hsa04330,Notch signaling pathway,1/39,62/9446,0.016129032258064516,3.9065343258891643,1.4783763762874138,0.22689843893752226,0.49964976389517446,0.4621038278799302,KAT2A,1
Genetic Information Processing,Information processing in viruses,hsa03250,Viral life cycle - HIV-1,1/39,64/9446,0.015625,3.784455128205128,1.4390974674133405,0.23331146260191582,0.49964976389517446,0.4621038278799302,KAT2A,1
Human Diseases,Infectious disease: viral,hsa05166,Human T-cell leukemia virus 1 infection,2/39,224/9446,0.008928571428571428,2.1625457875457874,1.1337811433878031,0.23618845511088266,0.49964976389517446,0.4621038278799302,KAT2A/ADCY3,2
Organismal Systems,Endocrine system,hsa04927,Cortisol synthesis and secretion,1/39,65/9446,0.015384615384615385,3.7262327416173573,1.4200471098273397,0.23649850725748245,0.49964976389517446,0.4621038278799302,ADCY3,1
Environmental Information Processing,Signal transduction,hsa04024,cAMP signaling pathway,2/39,226/9446,0.008849557522123894,2.143408214204674,1.120205703459601,0.23925778451137727,0.49964976389517446,0.4621038278799302,ADRB1/ADCY3,2
Human Diseases,Immune disease,hsa05321,Inflammatory bowel disease,1/39,66/9446,0.015151515151515152,3.66977466977467,1.4013701723781251,0.23967264202104277,0.49964976389517446,0.4621038278799302,STAT3,1
Organismal Systems,Immune system,hsa04664,Fc epsilon RI signaling pathway,1/39,69/9446,0.014492753623188406,3.510219249349684,1.3474478184016256,0.24911809522190342,0.49964976389517446,0.4621038278799302,SOS1,1
Organismal Systems,Endocrine system,hsa04924,Renin secretion,1/39,69/9446,0.014492753623188406,3.510219249349684,1.3474478184016256,0.24911809522190342,0.49964976389517446,0.4621038278799302,ADRB1,1
Cellular Processes,Cell motility,hsa04820,Cytoskeleton in muscle cells,2/39,233/9446,0.008583690987124463,2.079013976009684,1.0737723276756155,0.2500188518079286,0.49964976389517446,0.4621038278799302,HSPG2/CAPZA1,2
Organismal Systems,Endocrine system,hsa04920,Adipocytokine signaling pathway,1/39,70/9446,0.014285714285714285,3.46007326007326,1.3301357732601848,0.2522410977052505,0.49964976389517446,0.4621038278799302,STAT3,1
Human Diseases,Cancer: specific types,hsa05211,Renal cell carcinoma,1/39,70/9446,0.014285714285714285,3.46007326007326,1.3301357732601848,0.2522410977052505,0.49964976389517446,0.4621038278799302,SOS1,1
Human Diseases,Cancer: overview,hsa05204,Chemical carcinogenesis - DNA adducts,1/39,71/9446,0.014084507042253521,3.411339833875045,1.3131358835110796,0.25535144296863543,0.49964976389517446,0.4621038278799302,CYP2A6,1
Human Diseases,Cancer: overview,hsa05230,Central carbon metabolism in cancer,1/39,71/9446,0.014084507042253521,3.411339833875045,1.3131358835110796,0.25535144296863543,0.49964976389517446,0.4621038278799302,IDH2,1
Human Diseases,Infectious disease: viral,hsa05171,Coronavirus disease - COVID-19,2/39,238/9446,0.008403361344537815,2.0353372118078,1.041586540919836,0.2577187161412686,0.49964976389517446,0.4621038278799302,STAT3/IRF3,2
Organismal Systems,Immune system,hsa04622,RIG-I-like receptor signaling pathway,1/39,72/9446,0.013888888888888888,3.3639601139601134,1.2964376378415796,0.25844918096588587,0.49964976389517446,0.4621038278799302,IRF3,1
Metabolism,Xenobiotics biodegradation and metabolism,hsa00982,Drug metabolism - cytochrome P450,1/39,73/9446,0.0136986301369863,3.3178784685634,1.2800310229954146,0.2615343614589869,0.49964976389517446,0.4621038278799302,CYP2A6,1
Metabolism,Global and overview maps,hsa01230,Biosynthesis of amino acids,1/39,75/9446,0.013333333333333334,3.2294017094017096,1.248054944450523,0.26766724802576114,0.49964976389517446,0.4621038278799302,IDH2,1
Human Diseases,Drug resistance: antineoplastic,hsa01524,Platinum drug resistance,1/39,75/9446,0.013333333333333334,3.2294017094017096,1.248054944450523,0.26766724802576114,0.49964976389517446,0.4621038278799302,BRCA1,1
Organismal Systems,Endocrine system,hsa04918,Thyroid hormone synthesis,1/39,75/9446,0.013333333333333334,3.2294017094017096,1.248054944450523,0.26766724802576114,0.49964976389517446,0.4621038278799302,ADCY3,1
Organismal Systems,Digestive system,hsa04971,Gastric acid secretion,1/39,76/9446,0.013157894736842105,3.1869095816464235,1.2324676841804756,0.2707150526706221,0.49964976389517446,0.4621038278799302,ADCY3,1
Human Diseases,Cancer: specific types,hsa05214,Glioma,1/39,76/9446,0.013157894736842105,3.1869095816464235,1.2324676841804756,0.2707150526706221,0.49964976389517446,0.4621038278799302,SOS1,1
Human Diseases,Cancer: specific types,hsa05212,Pancreatic cancer,1/39,77/9446,0.012987012987012988,3.145521145521146,1.2171364116184105,0.2737504969551312,0.49964976389517446,0.4621038278799302,STAT3,1
Human Diseases,Cancer: specific types,hsa05220,Chronic myeloid leukemia,1/39,77/9446,0.012987012987012988,3.145521145521146,1.2171364116184105,0.2737504969551312,0.49964976389517446,0.4621038278799302,SOS1,1
Metabolism,Carbohydrate metabolism,hsa00562,Inositol phosphate metabolism,1/39,78/9446,0.01282051282051282,3.1051939513477973,1.2020531932072709,0.27677362969274977,0.49964976389517446,0.4621038278799302,INPP4A,1
Genetic Information Processing,"Folding, sorting and degradation",hsa03018,RNA degradation,1/39,78/9446,0.01282051282051282,3.1051939513477973,1.2020531932072709,0.27677362969274977,0.49964976389517446,0.4621038278799302,DCP1B,1
Human Diseases,Infectious disease: bacterial,hsa05133,Pertussis,1/39,78/9446,0.01282051282051282,3.1051939513477973,1.2020531932072709,0.27677362969274977,0.49964976389517446,0.4621038278799302,IRF3,1
Metabolism,Xenobiotics biodegradation and metabolism,hsa00980,Metabolism of xenobiotics by cytochrome P450,1/39,79/9446,0.012658227848101266,3.065887698799091,1.1872104422290874,0.27978449950935746,0.49964976389517446,0.4621038278799302,CYP2A6,1
Environmental Information Processing,Signal transduction,hsa04020,Calcium signaling pathway,2/39,254/9446,0.007874015748031496,1.907126993741167,0.943599394890428,0.2823893406052732,0.49964976389517446,0.4621038278799302,ADRB1/ADCY3,2
Metabolism,Xenobiotics biodegradation and metabolism,hsa00983,Drug metabolism - other enzymes,1/39,81/9446,0.012345679012345678,2.9901867679645457,1.158217614867895,0.28576964394934135,0.49964976389517446,0.4621038278799302,CYP2A6,1
Organismal Systems,Immune system,hsa04612,Antigen processing and presentation,1/39,82/9446,0.012195121951219513,2.9537210756722954,1.144053931194545,0.28874401489285173,0.49964976389517446,0.4621038278799302,PSME2,1
Genetic Information Processing,Chromosome,hsa03083,Polycomb repressive complex,1/39,83/9446,0.012048192771084338,2.918134074760581,1.130103467751285,0.2917063155570099,0.49964976389517446,0.4621038278799302,ASXL2,1
Cellular Processes,Transport and catabolism,hsa04146,Peroxisome,1/39,83/9446,0.012048192771084338,2.918134074760581,1.130103467751285,0.2917063155570099,0.49964976389517446,0.4621038278799302,IDH2,1
Organismal Systems,Immune system,hsa04623,Cytosolic DNA-sensing pathway,1/39,83/9446,0.012048192771084338,2.918134074760581,1.130103467751285,0.2917063155570099,0.49964976389517446,0.4621038278799302,IRF3,1
Environmental Information Processing,Signal transduction,hsa04012,ErbB signaling pathway,1/39,86/9446,0.011627906976744186,2.8163387000596303,1.0894714409479556,0.30052127194120803,0.49964976389517446,0.4621038278799302,SOS1,1
Organismal Systems,Endocrine system,hsa04911,Insulin secretion,1/39,86/9446,0.011627906976744186,2.8163387000596303,1.0894714409479556,0.30052127194120803,0.49964976389517446,0.4621038278799302,ADCY3,1
Organismal Systems,Circulatory system,hsa04260,Cardiac muscle contraction,1/39,87/9446,0.011494252873563218,2.7839669908635423,1.0763150910315022,0.303435766641453,0.49964976389517446,0.4621038278799302,COX7A2L,1
Human Diseases,Cancer: specific types,hsa05210,Colorectal cancer,1/39,87/9446,0.011494252873563218,2.7839669908635423,1.0763150910315022,0.303435766641453,0.49964976389517446,0.4621038278799302,SOS1,1
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,2/39,271/9446,0.007380073800738007,1.7874917210710568,0.8469062118788321,0.308562502212684,0.49964976389517446,0.4621038278799302,NDUFS7/COX7A2L,2
Environmental Information Processing,Signaling molecules and interaction,hsa04512,ECM-receptor interaction,1/39,89/9446,0.011235955056179775,2.7214059348890807,1.050552346573892,0.30922930198645604,0.49964976389517446,0.4621038278799302,HSPG2,1
Organismal Systems,Nervous system,hsa04727,GABAergic synapse,1/39,89/9446,0.011235955056179775,2.7214059348890807,1.050552346573892,0.30922930198645604,0.49964976389517446,0.4621038278799302,ADCY3,1
Organismal Systems,Aging,hsa04211,Longevity regulating pathway,1/39,90/9446,0.011111111111111112,2.6911680911680915,1.0379361462835823,0.31210843602755156,0.49964976389517446,0.4621038278799302,ADCY3,1
Organismal Systems,Digestive system,hsa04976,Bile secretion,1/39,90/9446,0.011111111111111112,2.6911680911680915,1.0379361462835823,0.31210843602755156,0.49964976389517446,0.4621038278799302,ADCY3,1
Human Diseases,Cancer: overview,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,1/39,90/9446,0.011111111111111112,2.6911680911680915,1.0379361462835823,0.31210843602755156,0.49964976389517446,0.4621038278799302,STAT3,1
Organismal Systems,Immune system,hsa04662,B cell receptor signaling pathway,1/39,91/9446,0.01098901098901099,2.6615948154409694,1.0254904995809537,0.3149758762792535,0.49964976389517446,0.4621038278799302,SOS1,1
Human Diseases,Substance dependence,hsa05032,Morphine addiction,1/39,91/9446,0.01098901098901099,2.6615948154409694,1.0254904995809537,0.3149758762792535,0.49964976389517446,0.4621038278799302,ADCY3,1
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,2/39,278/9446,0.007194244604316547,1.7424829367275412,0.8090573091066979,0.3193015915689097,0.49964976389517446,0.4621038278799302,NDUFS7/COX7A2L,2
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,3/39,483/9446,0.006211180124223602,1.5043796782927217,0.7326763278968376,0.3216102386053444,0.49964976389517446,0.4621038278799302,NDUFS7/TOMM40/COX7A2L,3
Organismal Systems,Environmental adaptation,hsa04713,Circadian entrainment,1/39,97/9446,0.010309278350515464,2.4969600845889506,0.9541600306716504,0.33193752579821867,0.49964976389517446,0.4621038278799302,ADCY3,1
Environmental Information Processing,Signal transduction,hsa04070,Phosphatidylinositol signaling system,1/39,98/9446,0.01020408163265306,2.4714809000523283,0.9427923022231093,0.33472439460706116,0.49964976389517446,0.4621038278799302,INPP4A,1
Organismal Systems,Endocrine system,hsa04925,Aldosterone synthesis and secretion,1/39,98/9446,0.01020408163265306,2.4714809000523283,0.9427923022231093,0.33472439460706116,0.49964976389517446,0.4621038278799302,ADCY3,1
Organismal Systems,Sensory system,hsa04750,Inflammatory mediator regulation of TRP channels,1/39,99/9446,0.010101010101010102,2.446516446516447,0.931563715570119,0.3374999346809082,0.49964976389517446,0.4621038278799302,ADCY3,1
Human Diseases,Cancer: overview,hsa05231,Choline metabolism in cancer,1/39,99/9446,0.010101010101010102,2.446516446516447,0.931563715570119,0.3374999346809082,0.49964976389517446,0.4621038278799302,SOS1,1
Organismal Systems,Endocrine system,hsa04916,Melanogenesis,1/39,101/9446,0.009900990099009901,2.398070576288398,0.9095107620298212,0.3430172078295869,0.49964976389517446,0.4621038278799302,ADCY3,1
Human Diseases,Endocrine and metabolic disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,1/39,101/9446,0.009900990099009901,2.398070576288398,0.9095107620298212,0.3430172078295869,0.49964976389517446,0.4621038278799302,STAT3,1
Human Diseases,Infectious disease: bacterial,hsa05150,Staphylococcus aureus infection,1/39,102/9446,0.00980392156862745,2.3745600804424334,0.8986800705621706,0.3457590300762049,0.49964976389517446,0.4621038278799302,KRT34,1
Environmental Information Processing,Signal transduction,hsa04010,MAPK signaling pathway,2/39,300/9446,0.006666666666666667,1.6147008547008548,0.6966530750574347,0.3528071581788529,0.49964976389517446,0.4621038278799302,SOS1/MAP4K3,2
Cellular Processes,Transport and catabolism,hsa04137,Mitophagy - animal,1/39,105/9446,0.009523809523809525,2.306715506715507,0.8669353679187395,0.3539177709355076,0.49964976389517446,0.4621038278799302,TOMM40,1
Organismal Systems,Digestive system,hsa04972,Pancreatic secretion,1/39,106/9446,0.009433962264150943,2.2849540396710206,0.8565935525730931,0.3566152558871739,0.49964976389517446,0.4621038278799302,ADCY3,1
Human Diseases,Cancer: specific types,hsa05215,Prostate cancer,1/39,106/9446,0.009433962264150943,2.2849540396710206,0.8565935525730931,0.3566152558871739,0.49964976389517446,0.4621038278799302,SOS1,1
Genetic Information Processing,Translation,hsa03013,Nucleocytoplasmic transport,1/39,108/9446,0.009259259259259259,2.242640075973409,0.8362536211536838,0.36197734493673617,0.49964976389517446,0.4621038278799302,NUP62,1
Organismal Systems,Immune system,hsa04620,Toll-like receptor signaling pathway,1/39,109/9446,0.009174311926605505,2.222065396377323,0.8262504882395647,0.36464203582851873,0.49964976389517446,0.4621038278799302,IRF3,1
Organismal Systems,Immune system,hsa04659,Th17 cell differentiation,1/39,109/9446,0.009174311926605505,2.222065396377323,0.8262504882395647,0.36464203582851873,0.49964976389517446,0.4621038278799302,STAT3,1
Human Diseases,Endocrine and metabolic disease,hsa04931,Insulin resistance,1/39,109/9446,0.009174311926605505,2.222065396377323,0.8262504882395647,0.36464203582851873,0.49964976389517446,0.4621038278799302,STAT3,1
Environmental Information Processing,Signal transduction,hsa04066,HIF-1 signaling pathway,1/39,110/9446,0.00909090909090909,2.2018648018648017,0.8163553630343646,0.3672958818821427,0.49964976389517446,0.4621038278799302,STAT3,1
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,2/39,311/9446,0.006430868167202572,1.5575892489075769,0.6437956273984521,0.36937570919993734,0.49964976389517446,0.4621038278799302,NDUFS7/COX7A2L,2
Organismal Systems,Endocrine system,hsa04914,Progesterone-mediated oocyte maturation,1/39,111/9446,0.009009009009009009,2.1820281820281817,0.8065659280166545,0.36993892607736545,0.49964976389517446,0.4621038278799302,ADCY3,1
